x,y
2.818213628880236,0.2960483907785467
2.74461791055393,0.29303975091112244
2.667576622451077,0.2905995779776811
2.5870855525500023,0.2886665130622381
2.5031440016895905,0.28723399298180885
2.415759771808715,0.2862512755993256
2.357833130213824,0.2866671619757506
2.2964934114441773,0.2870236360126861
2.23174161206619,0.28733555079500306
2.1635783964574733,0.2876128083792855
2.092004229682357,0.2878623402051397
2.0170196536464733,0.2880824658013301
1.9420282603584473,0.28806994712751566
1.8670444683130611,0.28782715654937263
1.7920790849367592,0.28732065520944783
1.7171392210113412,0.2864614596698778
1.6422281671074757,0.28520238994239744
1.5673516753634775,0.28362728636269363
1.4925167700136779,0.2818291993936519
1.4177304752924096,0.27990117949815296
1.3429993670919727,0.27793312231266976
1.268325537055123,0.275964640059839
1.1937085830897036,0.2740096008434514
1.119140019053999,0.2722016472491253
1.0446093244893495,0.27078871139844063
0.9701094751614274,0.2700499446800073
0.8956334468359017,0.2702644984824394
0.8211816826057592,0.2716197832451406
0.746747832379147,0.2740266233389468
0.6723239686997031,0.27738540424675984
0.5979030673330974,0.2816030755056991
0.5234953577880583,0.28666715358365247
0.44913800619499256,0.2927197870703502
0.3748778188317763,0.29998691405943934
0.30078519626621425,0.30867708381150205
0.2269499041920362,0.31889483213237435
0.1534515990615417,0.3306766837448998
0.08039170171175636,0.344092212546129
0.007928770912908778,0.3593334449458432
-0.06375629830039653,0.37676929240293955
-0.13442622756130662,0.39680970796751236
-0.20379671646744457,0.41988721324004175
-0.2715980104358202,0.4462936470575336
-0.3375973736318558,0.47616389374164303
-0.40148174861064856,0.5096127404578219
-0.4629620270473458,0.5466766350951056
-0.5217790241635649,0.5873665795028593
-0.5775944314611321,0.6317526777897533
-0.630091330600548,0.6798433403237403
-0.6790580560442132,0.7314955987028275
-0.7242541357454195,0.786523187672814
-0.7655386062953675,0.8446526775440071
-0.8028672580224048,0.9055458093633084
-0.8362167574771617,0.9689166082179148
-0.8655526065802817,1.0345302455154943
-0.8910209143610035,1.102077302530911
-0.9127785352491187,1.171278606536653
-0.930986340508873,1.2418919049552626
-0.9459471060170959,1.3136358968715305
-0.9579861204874489,1.386253521329036
-0.9674007818203791,1.4595607287969043
-0.9745982448265273,1.5333806509557903
-0.9799558480595136,1.6075833284995027
-0.9838021015933687,1.6820744987806626
-0.9864468988614852,1.7567708857707132
-0.9881967315509548,1.831590672927951
-0.9892651559401977,1.906495407132855
-0.9898505834212186,1.9814524426705074
-0.9901215871303863,2.056433282138137
-0.9901020972971519,2.131419740253066
-0.9897921139214954,2.2063977685466325
-0.9891751466115726,2.2813551038564626
-0.9881767596455577,2.3562849337745
-0.9867307261574592,2.4311837085237276
-0.9847464056379014,2.506044713708394
-0.9821053747135706,2.580856170077289
-0.9786129374345478,2.6555866874367187
-0.9740234446403737,2.7301846434405137
