[WARN] [1773476981.481288520] [sim_fake_sensor_publisher]: Centerline CSV not found: /tmp/none.csv
[INFO] [1773476982.409810057] [sim_fake_sensor_publisher]: Map path ready. length=348.15 m, points=721
[INFO] [1773476982.435312352] [sim_fake_sensor_publisher]: Fake sensor publisher started. world_type=map, rates(lidar/imu/odom/state)=15.0/15.0/15.0/60.0 Hz
[INFO] [1773476982.435941461] [sim_fake_sensor_publisher]: Publish flags: scan=True, imu=False, odom=True, odom_tf=True
[INFO] [1773476982.436887706] [sim_fake_sensor_publisher]: Scan scheduler: threaded
[INFO] [1773476982.437600192] [sim_fake_sensor_publisher]: Odom scheduler: threaded
[INFO] [1773476982.438277164] [sim_fake_sensor_publisher]: Active scan params: range_max=30.00 m, angle_min/max=-135.0/135.0 deg, increment=1.000 deg
[INFO] [1773476982.439263464] [sim_fake_sensor_publisher]: Control mode: centerline s-progress (pure_pursuit forced OFF, waypoint_yaw forced OFF)
[INFO] [1773476982.439984728] [sim_fake_sensor_publisher]: Motion source: internal_path
[INFO] [1773476986.504717596] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=12.30, avg_gen=3.2ms, target=15.00Hz
[INFO] [1773476991.504982328] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773476996.571019388] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477001.638381444] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477006.704495732] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=2.9ms, target=15.00Hz
[INFO] [1773477011.771318163] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=2.9ms, target=15.00Hz
[INFO] [1773477016.837826610] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.1ms, target=15.00Hz
[INFO] [1773477021.904652763] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.1ms, target=15.00Hz
[INFO] [1773477026.970996410] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477031.971261379] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477036.971383984] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.1ms, target=15.00Hz
[INFO] [1773477042.037975363] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477047.105031369] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477052.171586579] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477057.172271998] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=2.9ms, target=15.00Hz
[INFO] [1773477062.238477888] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477067.304228258] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477072.304334913] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477077.371514839] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477082.437811450] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477087.503858371] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=2.6ms, target=15.00Hz
[INFO] [1773477092.504374243] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=3.0ms, target=15.00Hz
[INFO] [1773477097.571052660] [sim_fake_sensor_publisher]: scan publisher diag: pub_hz=15.00, avg_gen=2.6ms, target=15.00Hz
