timestamp_iso,elapsed_sec,target_duty,applied_duty,vesc_duty_now,erpm,motor_rpm,wheel_rpm,speed_mps,input_voltage,current_motor,current_in,temp_mos,temp_motor,event,note
2026-07-03T19:25:31.711,0.001000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:25:31.772,0.061097,0.000000,0.000000,0.000000,-4.000,-0.571,-0.052,-0.000272,14.900,0.130,0.000,25.30,24.40,,
2026-07-03T19:25:31.812,0.101072,0.000000,0.000000,0.000000,-11.000,-1.571,-0.143,-0.000748,14.900,0.030,0.000,25.20,24.40,,
2026-07-03T19:25:31.872,0.161072,0.000000,0.000000,0.000000,-18.000,-2.571,-0.234,-0.001224,14.900,0.020,0.000,25.30,24.40,,
2026-07-03T19:25:31.911,0.201061,0.000000,0.000000,0.000000,-33.000,-4.714,-0.429,-0.002244,14.900,-0.100,0.000,25.30,24.50,,
2026-07-03T19:25:31.972,0.261101,0.000000,0.000000,0.000000,-45.000,-6.429,-0.584,-0.003060,14.900,-0.080,0.000,25.30,24.50,,
2026-07-03T19:25:32.012,0.301403,0.000000,0.000000,0.000000,-47.000,-6.714,-0.610,-0.003196,14.900,-0.040,0.000,25.20,24.50,,
2026-07-03T19:25:32.072,0.361069,0.000000,0.000000,0.000000,-33.000,-4.714,-0.429,-0.002244,15.000,0.000,0.000,25.40,24.50,,
2026-07-03T19:25:32.112,0.401192,0.000000,0.000000,0.000000,-28.000,-4.000,-0.364,-0.001904,14.900,-0.060,0.000,25.50,24.50,,
2026-07-03T19:25:32.172,0.461083,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.150,0.000,25.30,24.50,,
2026-07-03T19:25:32.212,0.501221,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.30,24.40,,
2026-07-03T19:25:32.272,0.561098,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.010,0.000,25.30,24.50,,
2026-07-03T19:25:32.312,0.601801,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.070,0.000,25.30,24.50,,
2026-07-03T19:25:32.372,0.661356,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.30,24.50,,
2026-07-03T19:25:32.412,0.701178,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.040,0.000,25.20,24.50,,
2026-07-03T19:25:32.472,0.761092,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,15.000,-0.010,0.000,25.20,24.50,,
2026-07-03T19:25:32.512,0.801157,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,15.000,-0.060,0.000,25.30,24.50,,
2026-07-03T19:25:32.572,0.861130,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.010,0.000,25.40,24.50,,
2026-07-03T19:25:32.612,0.901090,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,-0.120,0.000,25.30,24.50,,
2026-07-03T19:25:32.672,0.961132,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.110,0.000,25.20,24.50,,
2026-07-03T19:25:32.712,1.001273,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,15.000,-0.010,0.000,25.30,24.50,,
2026-07-03T19:25:32.772,1.061058,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.030,0.000,25.30,24.50,,
2026-07-03T19:25:32.812,1.101111,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.030,0.000,25.30,24.50,,
2026-07-03T19:25:32.872,1.161086,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.070,0.000,25.30,24.40,,
2026-07-03T19:25:32.912,1.201392,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.030,0.000,25.30,24.50,,
2026-07-03T19:25:32.972,1.261100,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,15.000,0.010,0.000,25.30,24.50,,
2026-07-03T19:25:33.012,1.301349,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.030,0.000,25.20,24.50,,
2026-07-03T19:25:33.072,1.361118,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.030,0.000,25.30,24.50,,
2026-07-03T19:25:33.112,1.401118,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.30,24.50,,
2026-07-03T19:25:33.172,1.461078,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.040,0.000,25.20,24.50,,
2026-07-03T19:25:33.211,1.500912,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.20,24.50,,
2026-07-03T19:25:33.272,1.561092,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.060,0.000,25.30,24.50,,
2026-07-03T19:25:33.312,1.601123,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,15.000,-0.080,0.000,25.30,24.50,,
2026-07-03T19:25:33.372,1.661155,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,-0.070,0.000,25.30,24.50,,
2026-07-03T19:25:33.411,1.700846,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,15.000,0.040,0.000,25.20,24.50,,
2026-07-03T19:25:33.472,1.761401,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.070,0.000,25.30,24.50,,
2026-07-03T19:25:33.512,1.801386,0.000000,0.000000,0.000000,4.000,0.571,0.052,0.000272,14.900,0.070,0.000,25.20,24.50,,
2026-07-03T19:25:33.571,1.861005,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.030,0.000,25.20,24.50,,
2026-07-03T19:25:33.611,1.900955,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.20,24.50,,
2026-07-03T19:25:33.671,1.960864,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.090,0.000,25.20,24.50,,
2026-07-03T19:25:33.711,2.000784,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.010,0.000,25.30,24.50,,
2026-07-03T19:25:33.771,2.060910,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.030,0.000,25.40,24.40,,
2026-07-03T19:25:33.811,2.100960,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,-0.090,0.000,25.30,24.40,,
2026-07-03T19:25:33.871,2.160857,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.050,0.000,25.20,24.50,,
2026-07-03T19:25:33.911,2.200790,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.090,0.000,25.30,24.40,,
2026-07-03T19:25:33.971,2.260863,0.000000,0.000000,0.000000,-4.000,-0.571,-0.052,-0.000272,14.900,-0.170,0.000,25.40,24.40,,
2026-07-03T19:25:34.011,2.300944,0.000000,0.000000,0.000000,-2.000,-0.286,-0.026,-0.000136,14.900,-0.040,0.000,25.30,24.50,,
2026-07-03T19:25:34.071,2.360873,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.080,0.000,25.30,24.50,,
2026-07-03T19:25:34.111,2.400977,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.070,0.000,25.30,24.50,,
2026-07-03T19:25:34.171,2.460888,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.120,0.000,25.20,24.50,,
