timestamp_iso,elapsed_sec,target_duty,applied_duty,vesc_duty_now,erpm,motor_rpm,wheel_rpm,speed_mps,input_voltage,current_motor,current_in,temp_mos,temp_motor,event,note
2026-07-03T19:26:31.398,0.000940,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.050,0.000,25.40,24.40,,
2026-07-03T19:26:31.458,0.061066,0.000000,0.000000,0.000000,-9.000,-1.286,-0.117,-0.000612,14.900,0.010,0.000,25.50,24.40,,
2026-07-03T19:26:31.498,0.101121,0.000000,0.000000,0.000000,-4.000,-0.571,-0.052,-0.000272,14.900,0.150,0.000,25.60,24.30,,
2026-07-03T19:26:31.558,0.161072,0.000000,0.000000,0.000000,-11.000,-1.571,-0.143,-0.000748,14.900,-0.110,0.000,25.50,24.40,,
2026-07-03T19:26:31.598,0.201046,0.000000,0.000000,0.000000,-26.000,-3.714,-0.338,-0.001768,14.900,-0.030,0.000,25.50,24.40,,
2026-07-03T19:26:31.658,0.261097,0.000000,0.000000,0.000000,-38.000,-5.429,-0.494,-0.002584,14.900,0.010,0.000,25.50,24.40,,
2026-07-03T19:26:31.698,0.301155,0.000000,0.000000,0.000000,-39.000,-5.571,-0.506,-0.002652,14.900,0.150,0.000,25.50,24.40,,
2026-07-03T19:26:31.758,0.361308,0.000000,0.000000,0.000000,-43.000,-6.143,-0.558,-0.002924,14.900,-0.060,0.000,25.40,24.40,,
2026-07-03T19:26:31.798,0.401108,0.000000,0.000000,0.000000,-21.000,-3.000,-0.273,-0.001428,14.900,-0.010,0.000,25.50,24.40,,
2026-07-03T19:26:31.858,0.461089,0.000000,0.000000,0.000000,-15.000,-2.143,-0.195,-0.001020,14.900,-0.080,0.000,25.40,24.40,,
2026-07-03T19:26:31.898,0.501253,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,-0.030,0.000,25.40,24.40,,
2026-07-03T19:26:31.958,0.561125,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:26:31.998,0.601122,0.000000,0.000000,0.000000,2.000,0.286,0.026,0.000136,14.900,0.060,0.000,25.30,24.40,,
2026-07-03T19:26:32.058,0.661144,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:26:32.098,0.701176,0.000000,0.000000,0.000000,3.000,0.429,0.039,0.000204,14.900,0.020,0.000,25.30,24.40,,
2026-07-03T19:26:32.158,0.760995,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.050,0.000,25.40,24.40,,
2026-07-03T19:26:32.198,0.801038,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,-0.010,0.000,25.50,24.40,,
2026-07-03T19:26:32.258,0.861002,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.020,0.000,25.50,24.40,,
2026-07-03T19:26:32.298,0.901232,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.010,0.000,25.50,24.30,,
2026-07-03T19:26:32.358,0.961079,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.060,0.000,25.50,24.30,,
2026-07-03T19:26:32.398,1.001818,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.070,0.000,25.40,24.30,,
2026-07-03T19:26:32.458,1.061164,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:26:32.498,1.101098,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,-0.100,0.000,25.60,24.40,,
2026-07-03T19:26:32.558,1.161066,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:26:32.598,1.201063,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.080,0.000,25.40,24.40,,
2026-07-03T19:26:32.658,1.261120,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,-0.030,0.000,25.40,24.40,,
2026-07-03T19:26:32.698,1.301054,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.020,0.000,25.40,24.40,,
2026-07-03T19:26:32.758,1.361151,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.040,0.000,25.40,24.40,,
2026-07-03T19:26:32.798,1.401023,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.080,0.000,25.40,24.40,,
2026-07-03T19:26:32.858,1.461099,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,-0.040,0.000,25.40,24.40,,
2026-07-03T19:26:32.898,1.501046,0.000000,0.000000,0.000000,1.000,0.143,0.013,0.000068,14.900,0.060,0.000,25.40,24.40,,
2026-07-03T19:26:32.958,1.561055,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,-0.160,0.000,25.50,24.40,,
2026-07-03T19:26:32.998,1.601024,0.000000,0.000000,0.000000,-1.000,-0.143,-0.013,-0.000068,14.900,-0.050,0.000,25.50,24.40,,
2026-07-03T19:26:33.058,1.661109,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,14.900,0.030,0.000,25.50,24.40,,
2026-07-03T19:26:33.098,1.701089,0.000000,0.000000,0.000000,2.000,0.286,0.026,0.000136,14.900,0.000,0.000,25.40,24.40,,
2026-07-03T19:26:33.158,1.761025,0.000000,0.000000,0.000000,4.000,0.571,0.052,0.000272,14.900,0.050,0.000,25.40,24.40,,
