time_sec,ros_time_sec,data_valid,vesc_valid,vehicle_valid,rc_valid,safety_valid,vesc_age_ms,vehicle_age_ms,rc_age_ms,safety_age_ms,mode,estop_active,manual_override,timeout_active,rc_ch1,rc_ch2,rc_ch5,rc_ch6,target_duty,limited_duty,final_duty,vesc_duty,target_steering,final_steering,speed_mps,speed_kph,accel_mps2,erpm,motor_rpm,wheel_rpm,battery_voltage,voltage_drop,input_current,motor_current,vesc_temp,motor_temp,fault_code,duty_limit_active,limit_reason,cross_track_error_m,heading_error_rad,heading_term_rad,cross_track_term_rad,stanley_steering_sum_rad,raw_steering_cmd_rad,filtered_or_limited_steering_cmd_rad,stanley_speed_mps,closest_path_index
2.006818270999929,1784286736.9738896,True,True,True,True,True,4.334199999902921,1.4803399999436806,2.685341999949742,21.85212600011255,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.14,28.5,27.7,0.0,False,MANUAL_OVERRIDE,-0.08641301952913125,-0.07724732495912345,-0.019311831239780863,-0.8239158692380623,-0.8432277004778431,-0.6981,-0.6980999999999999,9.985988655906876e-32,4.0
2.0589314869998816,1784286737.0260065,True,True,True,True,True,11.099587999979121,10.611763000042629,10.21626099986861,9.804502999941178,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.14,28.5,27.7,0.0,False,MANUAL_OVERRIDE,-0.08641301952913125,-0.07724732495912345,-0.019311831239780863,-0.8239158692380623,-0.8432277004778431,-0.6981,-0.6980999999999999,9.985988655906876e-32,4.0
2.1107596360000116,1784286737.0783486,True,True,True,True,True,27.42057500017836,25.77462900012506,27.131413000006432,26.733863000117708,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.09,28.5,27.7,0.0,False,MANUAL_OVERRIDE,-0.0851495681113901,-0.07760888223177331,-0.019402220557943328,-0.8165693025063357,-0.835971523064279,-0.6981,-0.6980999999999999,7.489491491930157e-32,4.0
2.1569509480000306,1784286737.1240277,True,True,True,True,True,13.60290800016628,11.959650000108013,13.308529000141789,12.913796000020739,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.08,28.3,27.7,0.0,False,MANUAL_OVERRIDE,-0.08096679217170501,-0.07819142982688487,-0.019547857456721218,-0.7914042503274071,-0.8109521077841284,-0.6981,-0.6980999999999999,5.617118618947618e-32,4.0
2.206974713999898,1784286737.174048,True,True,True,True,True,3.550747999952364,1.4163369999096176,2.4528219998956047,2.0584080000389804,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.03,28.5,27.7,0.0,False,MANUAL_OVERRIDE,-0.08453799674317447,-0.07840378190614938,-0.019600945476537346,-0.8129714092094564,-0.8325723546859938,-0.6981,-0.6980999999999999,4.212838964210713e-32,4.0
2.257074803000023,1784286737.2241428,True,True,True,True,True,12.626554000007673,2.270959000043149,12.294862000089779,11.070403000076112,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.11,28.4,27.7,0.0,False,MANUAL_OVERRIDE,-0.08667195688851442,-0.07430303859857568,-0.01857575964964392,-0.8254072725191145,-0.8439830321687585,-0.6981,-0.6980999999999999,2.3697219173685262e-32,4.0
2.3093175269998483,1784286737.2763934,True,True,True,True,True,22.268106999945303,21.939232000022457,21.726839999928416,21.348874999830514,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.11,28.4,27.7,0.0,False,MANUAL_OVERRIDE,-0.08667195688851442,-0.07430303859857568,-0.01857575964964392,-0.8254072725191145,-0.8439830321687585,-0.6981,-0.6980999999999999,1.7772914380263947e-32,4.0
2.3572889969998414,1784286737.3243592,True,True,True,True,True,12.144712999997864,11.842301999877236,11.625302999846099,11.237480999852778,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.19,28.3,27.7,0.0,False,MANUAL_OVERRIDE,-0.08811666432243652,-0.07851584770399178,-0.019628961925997945,-0.8336406540378385,-0.8532696159638364,-0.6981,-0.6980999999999999,9.99726433889847e-33,5.0
2.4185739249999187,1784286737.3856454,True,True,True,True,True,37.76231300003019,37.45174200003021,37.22866299995076,36.8372890000046,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.19,28.3,27.7,0.0,False,MANUAL_OVERRIDE,-0.08919147999823401,-0.08536084371498953,-0.021340210928747383,-0.8396707171533856,-0.861010928082133,-0.6981,-0.6980999999999999,7.497948254173852e-33,4.0
2.4570686150000256,1784286737.4241445,True,True,True,True,True,8.906295000087994,8.609933000116143,8.299586000021009,7.892692000041279,MANUAL,False,True,False,1511.0,1499.0,2000.0,-1.0,0.0,0.0,0.0,0.0,-0.6980999708175659,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,14.0,0.40000000000000036,0.0,0.09,28.4,27.7,0.0,False,MANUAL_OVERRIDE,-0.07985992218093856,-0.05387094664781644,-0.01346773666195411,-0.7845219101045724,-0.7979896467665265,-0.6981,-0.6980999999999999,3.16676864476713e-34,5.0
